Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Purpose,Duration,Trips
2019,FR,France,LU,Luxembourg,Personal reasons,From 1 to 3 nights,135157.0
2019,LU,Luxembourg,LU,Luxembourg,Personal reasons,From 1 to 3 nights,23425.0
2022,LU,Luxembourg,LU,Luxembourg,Personal reasons,From 1 to 3 nights,118096.0
2019,NL,Netherlands,LU,Luxembourg,Personal reasons,From 1 to 3 nights,54693.0
2022,NL,Netherlands,LU,Luxembourg,Personal reasons,From 1 to 3 nights,83201.0
2019,BE,Belgium,LU,Luxembourg,Personal reasons,1 night or over,125499.0
2022,BE,Belgium,LU,Luxembourg,Personal reasons,1 night or over,179454.0
2019,FR,France,LU,Luxembourg,Personal reasons,1 night or over,154543.0
2022,FR,France,LU,Luxembourg,Personal reasons,1 night or over,170422.0
2019,LU,Luxembourg,LU,Luxembourg,Personal reasons,1 night or over,28524.0
2022,LU,Luxembourg,LU,Luxembourg,Personal reasons,1 night or over,157817.0
2019,NL,Netherlands,LU,Luxembourg,Personal reasons,1 night or over,158548.0
2022,NL,Netherlands,LU,Luxembourg,Personal reasons,1 night or over,206710.0
2019,PT,Portugal,LU,Luxembourg,Personal reasons,1 night or over,21511.0
2022,PT,Portugal,LU,Luxembourg,Personal reasons,1 night or over,21925.0
2022,LU,Luxembourg,LU,Luxembourg,Personal reasons,4 nights or over,39722.0
2019,NL,Netherlands,LU,Luxembourg,Personal reasons,4 nights or over,103855.0
2022,NL,Netherlands,LU,Luxembourg,Personal reasons,4 nights or over,123509.0
2019,PT,Portugal,LU,Luxembourg,Personal reasons,4 nights or over,16631.0
2019,LU,Luxembourg,LU,Luxembourg,"Professional, business",1 night or over,6948.0
2019,BE,Belgium,LU,Luxembourg,Total,From 1 to 3 nights,112972.0
2022,BE,Belgium,LU,Luxembourg,Total,From 1 to 3 nights,157637.0
2019,FR,France,LU,Luxembourg,Total,From 1 to 3 nights,176853.0
2022,FR,France,LU,Luxembourg,Total,From 1 to 3 nights,131889.0
2019,LU,Luxembourg,LU,Luxembourg,Total,From 1 to 3 nights,29878.0
2022,LU,Luxembourg,LU,Luxembourg,Total,From 1 to 3 nights,120522.0
2019,NL,Netherlands,LU,Luxembourg,Total,From 1 to 3 nights,61259.0
2022,NL,Netherlands,LU,Luxembourg,Total,From 1 to 3 nights,90120.0
2019,BE,Belgium,LU,Luxembourg,Total,1 night or over,134758.0
2022,BE,Belgium,LU,Luxembourg,Total,1 night or over,196448.0
2019,FR,France,LU,Luxembourg,Total,1 night or over,196238.0
2022,FR,France,LU,Luxembourg,Total,1 night or over,197287.0
2019,LU,Luxembourg,LU,Luxembourg,Total,1 night or over,35472.0
2022,LU,Luxembourg,LU,Luxembourg,Total,1 night or over,165180.0
2019,NL,Netherlands,LU,Luxembourg,Total,1 night or over,165114.0
2022,NL,Netherlands,LU,Luxembourg,Total,1 night or over,215173.0
2022,PL,Poland,LU,Luxembourg,Total,1 night or over,10514.0
2019,PT,Portugal,LU,Luxembourg,Total,1 night or over,21511.0
2022,PT,Portugal,LU,Luxembourg,Total,1 night or over,23545.0
2019,LU,Luxembourg,LU,Luxembourg,Total,4 nights or over,5594.0
2022,LU,Luxembourg,LU,Luxembourg,Total,4 nights or over,44658.0
2019,NL,Netherlands,LU,Luxembourg,Total,4 nights or over,103855.0
2022,NL,Netherlands,LU,Luxembourg,Total,4 nights or over,125053.0
2019,PT,Portugal,LU,Luxembourg,Total,4 nights or over,16631.0
2019,EE,Estonia,LV,Latvia,Personal reasons,From 1 to 3 nights,125563.0
2022,EE,Estonia,LV,Latvia,Personal reasons,From 1 to 3 nights,100707.0
2019,LT,Lithuania,LV,Latvia,Personal reasons,From 1 to 3 nights,116890.0
2022,LT,Lithuania,LV,Latvia,Personal reasons,From 1 to 3 nights,87593.0
2019,LV,Latvia,LV,Latvia,Personal reasons,From 1 to 3 nights,2161385.0
2022,LV,Latvia,LV,Latvia,Personal reasons,From 1 to 3 nights,2476484.0
2019,EE,Estonia,LV,Latvia,Personal reasons,1 night or over,139136.0
2022,EE,Estonia,LV,Latvia,Personal reasons,1 night or over,111058.0
2019,FI,Finland,LV,Latvia,Personal reasons,1 night or over,144128.0
2019,LT,Lithuania,LV,Latvia,Personal reasons,1 night or over,181593.0
2022,LT,Lithuania,LV,Latvia,Personal reasons,1 night or over,139185.0
2019,LV,Latvia,LV,Latvia,Personal reasons,1 night or over,2467149.0
2022,LV,Latvia,LV,Latvia,Personal reasons,1 night or over,2765136.0
2019,PL,Poland,LV,Latvia,Personal reasons,1 night or over,10758.0
2022,PL,Poland,LV,Latvia,Personal reasons,1 night or over,13309.0
2019,FI,Finland,LV,Latvia,Personal reasons,4 nights or over,93887.0
2019,LT,Lithuania,LV,Latvia,Personal reasons,4 nights or over,64703.0
2022,LT,Lithuania,LV,Latvia,Personal reasons,4 nights or over,51592.0
2019,LV,Latvia,LV,Latvia,Personal reasons,4 nights or over,305764.0
2022,LV,Latvia,LV,Latvia,Personal reasons,4 nights or over,288651.0
2019,EE,Estonia,LV,Latvia,"Professional, business",From 1 to 3 nights,52897.0
2019,LT,Lithuania,LV,Latvia,"Professional, business",From 1 to 3 nights,44493.0
2022,LT,Lithuania,LV,Latvia,"Professional, business",From 1 to 3 nights,20556.0
2022,LV,Latvia,LV,Latvia,"Professional, business",From 1 to 3 nights,48807.0
2019,EE,Estonia,LV,Latvia,"Professional, business",1 night or over,55207.0
2022,EE,Estonia,LV,Latvia,"Professional, business",1 night or over,19988.0
2019,LT,Lithuania,LV,Latvia,"Professional, business",1 night or over,78498.0
2022,LT,Lithuania,LV,Latvia,"Professional, business",1 night or over,39413.0
2022,LV,Latvia,LV,Latvia,"Professional, business",1 night or over,63055.0
2019,LT,Lithuania,LV,Latvia,"Professional, business",4 nights or over,34005.0
2022,LT,Lithuania,LV,Latvia,"Professional, business",4 nights or over,18857.0
2019,EE,Estonia,LV,Latvia,Total,From 1 to 3 nights,178460.0
2022,EE,Estonia,LV,Latvia,Total,From 1 to 3 nights,118592.0
2019,LT,Lithuania,LV,Latvia,Total,From 1 to 3 nights,161384.0
2022,LT,Lithuania,LV,Latvia,Total,From 1 to 3 nights,108149.0
2019,LV,Latvia,LV,Latvia,Total,From 1 to 3 nights,2185637.0
2022,LV,Latvia,LV,Latvia,Total,From 1 to 3 nights,2525291.0
2022,PL,Poland,LV,Latvia,Total,From 1 to 3 nights,9716.0
2019,EE,Estonia,LV,Latvia,Total,1 night or over,194343.0
2022,EE,Estonia,LV,Latvia,Total,1 night or over,131046.0
2019,FI,Finland,LV,Latvia,Total,1 night or over,196280.0
2019,HU,Hungary,LV,Latvia,Total,1 night or over,8762.0
2019,LT,Lithuania,LV,Latvia,Total,1 night or over,260091.0
2022,LT,Lithuania,LV,Latvia,Total,1 night or over,178598.0
2019,LV,Latvia,LV,Latvia,Total,1 night or over,2500924.0
2022,LV,Latvia,LV,Latvia,Total,1 night or over,2828190.0
2019,PL,Poland,LV,Latvia,Total,1 night or over,15918.0
2022,PL,Poland,LV,Latvia,Total,1 night or over,18049.0
2019,FI,Finland,LV,Latvia,Total,4 nights or over,115816.0
2019,LT,Lithuania,LV,Latvia,Total,4 nights or over,98707.0
2022,LT,Lithuania,LV,Latvia,Total,4 nights or over,70448.0
2019,LV,Latvia,LV,Latvia,Total,4 nights or over,315287.0
2022,LV,Latvia,LV,Latvia,Total,4 nights or over,302900.0
2019,PL,Poland,LV,Latvia,Total,4 nights or over,10380.0
2022,PL,Poland,LV,Latvia,Total,4 nights or over,8333.0
2019,MT,Malta,MT,Malta,Personal reasons,From 1 to 3 nights,189763.0
2022,MT,Malta,MT,Malta,Personal reasons,From 1 to 3 nights,288728.0
2019,ES,Spain,MT,Malta,Personal reasons,1 night or over,111499.0
2019,FR,France,MT,Malta,Personal reasons,1 night or over,172017.0
2022,FR,France,MT,Malta,Personal reasons,1 night or over,184389.0
2019,HU,Hungary,MT,Malta,Personal reasons,1 night or over,61631.0
2022,HU,Hungary,MT,Malta,Personal reasons,1 night or over,58019.0
2019,IE,Ireland,MT,Malta,Personal reasons,1 night or over,35756.0
2019,LU,Luxembourg,MT,Malta,Personal reasons,1 night or over,11841.0
2022,LU,Luxembourg,MT,Malta,Personal reasons,1 night or over,9407.0
2019,MT,Malta,MT,Malta,Personal reasons,1 night or over,227087.0
2022,MT,Malta,MT,Malta,Personal reasons,1 night or over,356998.0
2022,NL,Netherlands,MT,Malta,Personal reasons,1 night or over,34669.0
2019,PL,Poland,MT,Malta,Personal reasons,1 night or over,44228.0
2022,PL,Poland,MT,Malta,Personal reasons,1 night or over,43149.0
2019,ES,Spain,MT,Malta,Personal reasons,4 nights or over,81009.0
2019,FR,France,MT,Malta,Personal reasons,4 nights or over,162154.0
2022,FR,France,MT,Malta,Personal reasons,4 nights or over,166394.0
2019,HU,Hungary,MT,Malta,Personal reasons,4 nights or over,58536.0
2022,HU,Hungary,MT,Malta,Personal reasons,4 nights or over,57653.0
2019,IE,Ireland,MT,Malta,Personal reasons,4 nights or over,32666.0
2019,LU,Luxembourg,MT,Malta,Personal reasons,4 nights or over,7502.0
2022,LU,Luxembourg,MT,Malta,Personal reasons,4 nights or over,7676.0
2019,MT,Malta,MT,Malta,Personal reasons,4 nights or over,37324.0
2022,MT,Malta,MT,Malta,Personal reasons,4 nights or over,68271.0
2022,NL,Netherlands,MT,Malta,Personal reasons,4 nights or over,30577.0
2019,PL,Poland,MT,Malta,Personal reasons,4 nights or over,43462.0
2022,PL,Poland,MT,Malta,Personal reasons,4 nights or over,37804.0
2019,MT,Malta,MT,Malta,"Professional, business",From 1 to 3 nights,9593.0
2022,MT,Malta,MT,Malta,"Professional, business",From 1 to 3 nights,11626.0
2019,MT,Malta,MT,Malta,"Professional, business",1 night or over,10151.0
2022,MT,Malta,MT,Malta,"Professional, business",1 night or over,12001.0
2019,MT,Malta,MT,Malta,Total,From 1 to 3 nights,199356.0
2022,MT,Malta,MT,Malta,Total,From 1 to 3 nights,300354.0
2019,ES,Spain,MT,Malta,Total,1 night or over,130090.0
2019,FR,France,MT,Malta,Total,1 night or over,172017.0
2022,FR,France,MT,Malta,Total,1 night or over,191692.0
2019,HU,Hungary,MT,Malta,Total,1 night or over,62477.0
2022,HU,Hungary,MT,Malta,Total,1 night or over,58019.0
2019,IE,Ireland,MT,Malta,Total,1 night or over,39571.0
2019,LU,Luxembourg,MT,Malta,Total,1 night or over,14977.0
2022,LU,Luxembourg,MT,Malta,Total,1 night or over,9676.0
2019,MT,Malta,MT,Malta,Total,1 night or over,237238.0
2022,MT,Malta,MT,Malta,Total,1 night or over,369000.0
2022,NL,Netherlands,MT,Malta,Total,1 night or over,36549.0
2019,PL,Poland,MT,Malta,Total,1 night or over,45854.0
2022,PL,Poland,MT,Malta,Total,1 night or over,44680.0
2019,ES,Spain,MT,Malta,Total,4 nights or over,89231.0
2019,FR,France,MT,Malta,Total,4 nights or over,162154.0
2022,FR,France,MT,Malta,Total,4 nights or over,173696.0
2019,HU,Hungary,MT,Malta,Total,4 nights or over,59382.0
2022,HU,Hungary,MT,Malta,Total,4 nights or over,57653.0
2019,IE,Ireland,MT,Malta,Total,4 nights or over,35556.0
2019,LU,Luxembourg,MT,Malta,Total,4 nights or over,8245.0
2022,LU,Luxembourg,MT,Malta,Total,4 nights or over,7676.0
2019,MT,Malta,MT,Malta,Total,4 nights or over,37882.0
2022,MT,Malta,MT,Malta,Total,4 nights or over,68646.0
2022,NL,Netherlands,MT,Malta,Total,4 nights or over,32215.0
2019,PL,Poland,MT,Malta,Total,4 nights or over,45087.0
2022,PL,Poland,MT,Malta,Total,4 nights or over,38897.0
2019,AT,Austria,NL,Netherlands,Personal reasons,From 1 to 3 nights,59636.0
2022,AT,Austria,NL,Netherlands,Personal reasons,From 1 to 3 nights,47971.0
2019,BE,Belgium,NL,Netherlands,Personal reasons,From 1 to 3 nights,1024657.0
2022,BE,Belgium,NL,Netherlands,Personal reasons,From 1 to 3 nights,900156.0
2019,DE,Germany,NL,Netherlands,Personal reasons,From 1 to 3 nights,3350456.0
2022,DE,Germany,NL,Netherlands,Personal reasons,From 1 to 3 nights,2289763.0
2019,ES,Spain,NL,Netherlands,Personal reasons,From 1 to 3 nights,173346.0
2019,FR,France,NL,Netherlands,Personal reasons,From 1 to 3 nights,365636.0
2022,FR,France,NL,Netherlands,Personal reasons,From 1 to 3 nights,359406.0
2019,HU,Hungary,NL,Netherlands,Personal reasons,From 1 to 3 nights,31022.0
2022,HU,Hungary,NL,Netherlands,Personal reasons,From 1 to 3 nights,17709.0
2019,IE,Ireland,NL,Netherlands,Personal reasons,From 1 to 3 nights,90797.0
2022,IE,Ireland,NL,Netherlands,Personal reasons,From 1 to 3 nights,119758.0
2019,LT,Lithuania,NL,Netherlands,Personal reasons,From 1 to 3 nights,5660.0
2019,LU,Luxembourg,NL,Netherlands,Personal reasons,From 1 to 3 nights,75168.0
2022,LU,Luxembourg,NL,Netherlands,Personal reasons,From 1 to 3 nights,68358.0
2019,NL,Netherlands,NL,Netherlands,Personal reasons,From 1 to 3 nights,15654877.0
2022,NL,Netherlands,NL,Netherlands,Personal reasons,From 1 to 3 nights,14008073.0
2019,PL,Poland,NL,Netherlands,Personal reasons,From 1 to 3 nights,16729.0
2022,PL,Poland,NL,Netherlands,Personal reasons,From 1 to 3 nights,30125.0
2022,PT,Portugal,NL,Netherlands,Personal reasons,From 1 to 3 nights,16589.0
2019,AT,Austria,NL,Netherlands,Personal reasons,1 night or over,177771.0
2022,AT,Austria,NL,Netherlands,Personal reasons,1 night or over,109567.0
2019,BE,Belgium,NL,Netherlands,Personal reasons,1 night or over,1461585.0
2022,BE,Belgium,NL,Netherlands,Personal reasons,1 night or over,1304688.0
2019,CH,Switzerland,NL,Netherlands,Personal reasons,1 night or over,182286.0
2019,DE,Germany,NL,Netherlands,Personal reasons,1 night or over,6658485.0
2022,DE,Germany,NL,Netherlands,Personal reasons,1 night or over,5460097.0
2019,DK,Denmark,NL,Netherlands,Personal reasons,1 night or over,180676.0
2019,EL,Greece,NL,Netherlands,Personal reasons,1 night or over,45053.0
2022,EL,Greece,NL,Netherlands,Personal reasons,1 night or over,12820.0
2019,ES,Spain,NL,Netherlands,Personal reasons,1 night or over,362951.0
2022,ES,Spain,NL,Netherlands,Personal reasons,1 night or over,185959.0
2019,FI,Finland,NL,Netherlands,Personal reasons,1 night or over,75858.0
2022,FI,Finland,NL,Netherlands,Personal reasons,1 night or over,96856.0
2019,FR,France,NL,Netherlands,Personal reasons,1 night or over,754749.0
2022,FR,France,NL,Netherlands,Personal reasons,1 night or over,678579.0
2019,HU,Hungary,NL,Netherlands,Personal reasons,1 night or over,107923.0
2022,HU,Hungary,NL,Netherlands,Personal reasons,1 night or over,116724.0
2019,IE,Ireland,NL,Netherlands,Personal reasons,1 night or over,178117.0
2022,IE,Ireland,NL,Netherlands,Personal reasons,1 night or over,197114.0
2019,IT,Italy,NL,Netherlands,Personal reasons,1 night or over,409079.0
2019,LT,Lithuania,NL,Netherlands,Personal reasons,1 night or over,37777.0
2022,LT,Lithuania,NL,Netherlands,Personal reasons,1 night or over,19003.0
2019,LU,Luxembourg,NL,Netherlands,Personal reasons,1 night or over,107328.0
2022,LU,Luxembourg,NL,Netherlands,Personal reasons,1 night or over,116975.0
2019,MT,Malta,NL,Netherlands,Personal reasons,1 night or over,18679.0
2022,MT,Malta,NL,Netherlands,Personal reasons,1 night or over,6738.0
2019,NL,Netherlands,NL,Netherlands,Personal reasons,1 night or over,23001935.0
2022,NL,Netherlands,NL,Netherlands,Personal reasons,1 night or over,20505457.0
2019,PL,Poland,NL,Netherlands,Personal reasons,1 night or over,205629.0
2022,PL,Poland,NL,Netherlands,Personal reasons,1 night or over,193423.0
2019,PT,Portugal,NL,Netherlands,Personal reasons,1 night or over,34382.0
2022,PT,Portugal,NL,Netherlands,Personal reasons,1 night or over,52393.0
2019,SE,Sweden,NL,Netherlands,Personal reasons,1 night or over,154029.0
2019,AT,Austria,NL,Netherlands,Personal reasons,4 nights or over,118135.0
2022,AT,Austria,NL,Netherlands,Personal reasons,4 nights or over,61595.0
2019,BE,Belgium,NL,Netherlands,Personal reasons,4 nights or over,436928.0
2022,BE,Belgium,NL,Netherlands,Personal reasons,4 nights or over,404533.0
2019,CH,Switzerland,NL,Netherlands,Personal reasons,4 nights or over,104023.0
2019,DE,Germany,NL,Netherlands,Personal reasons,4 nights or over,3308029.0
2022,DE,Germany,NL,Netherlands,Personal reasons,4 nights or over,3170334.0
2019,DK,Denmark,NL,Netherlands,Personal reasons,4 nights or over,101269.0
2019,EL,Greece,NL,Netherlands,Personal reasons,4 nights or over,39904.0
2019,ES,Spain,NL,Netherlands,Personal reasons,4 nights or over,189605.0
2022,ES,Spain,NL,Netherlands,Personal reasons,4 nights or over,108386.0
2022,FI,Finland,NL,Netherlands,Personal reasons,4 nights or over,86771.0
2019,FR,France,NL,Netherlands,Personal reasons,4 nights or over,389113.0
2022,FR,France,NL,Netherlands,Personal reasons,4 nights or over,319173.0
2019,HU,Hungary,NL,Netherlands,Personal reasons,4 nights or over,76901.0
2022,HU,Hungary,NL,Netherlands,Personal reasons,4 nights or over,99015.0
2019,IE,Ireland,NL,Netherlands,Personal reasons,4 nights or over,87320.0
2019,LT,Lithuania,NL,Netherlands,Personal reasons,4 nights or over,32117.0
2022,LT,Lithuania,NL,Netherlands,Personal reasons,4 nights or over,17000.0
2019,LU,Luxembourg,NL,Netherlands,Personal reasons,4 nights or over,32160.0
2022,LU,Luxembourg,NL,Netherlands,Personal reasons,4 nights or over,48617.0
2019,MT,Malta,NL,Netherlands,Personal reasons,4 nights or over,15355.0
2022,MT,Malta,NL,Netherlands,Personal reasons,4 nights or over,6279.0
2019,NL,Netherlands,NL,Netherlands,Personal reasons,4 nights or over,7347058.0
2022,NL,Netherlands,NL,Netherlands,Personal reasons,4 nights or over,6497383.0
2019,PL,Poland,NL,Netherlands,Personal reasons,4 nights or over,188900.0
2022,PL,Poland,NL,Netherlands,Personal reasons,4 nights or over,163297.0
2019,PT,Portugal,NL,Netherlands,Personal reasons,4 nights or over,25708.0
2022,PT,Portugal,NL,Netherlands,Personal reasons,4 nights or over,35805.0
2019,BE,Belgium,NL,Netherlands,"Professional, business",From 1 to 3 nights,124717.0
2022,BE,Belgium,NL,Netherlands,"Professional, business",From 1 to 3 nights,87485.0
2019,ES,Spain,NL,Netherlands,"Professional, business",From 1 to 3 nights,46379.0
2022,HU,Hungary,NL,Netherlands,"Professional, business",From 1 to 3 nights,9095.0
2019,LU,Luxembourg,NL,Netherlands,"Professional, business",From 1 to 3 nights,18183.0
2019,NL,Netherlands,NL,Netherlands,"Professional, business",From 1 to 3 nights,1356114.0
2022,NL,Netherlands,NL,Netherlands,"Professional, business",From 1 to 3 nights,880144.0
2019,PL,Poland,NL,Netherlands,"Professional, business",From 1 to 3 nights,23469.0
2022,PL,Poland,NL,Netherlands,"Professional, business",From 1 to 3 nights,13714.0
2019,BE,Belgium,NL,Netherlands,"Professional, business",1 night or over,144864.0
2022,BE,Belgium,NL,Netherlands,"Professional, business",1 night or over,101151.0
2019,ES,Spain,NL,Netherlands,"Professional, business",1 night or over,66092.0
2019,FR,France,NL,Netherlands,"Professional, business",1 night or over,160337.0
2019,HU,Hungary,NL,Netherlands,"Professional, business",1 night or over,14519.0
2022,HU,Hungary,NL,Netherlands,"Professional, business",1 night or over,25976.0
2019,LT,Lithuania,NL,Netherlands,"Professional, business",1 night or over,4229.0
2022,LT,Lithuania,NL,Netherlands,"Professional, business",1 night or over,26488.0
2019,LU,Luxembourg,NL,Netherlands,"Professional, business",1 night or over,22818.0
2019,NL,Netherlands,NL,Netherlands,"Professional, business",1 night or over,1474555.0
2022,NL,Netherlands,NL,Netherlands,"Professional, business",1 night or over,984399.0
2019,PL,Poland,NL,Netherlands,"Professional, business",1 night or over,46382.0
2022,PL,Poland,NL,Netherlands,"Professional, business",1 night or over,45351.0
2019,PT,Portugal,NL,Netherlands,"Professional, business",1 night or over,17298.0
2022,HU,Hungary,NL,Netherlands,"Professional, business",4 nights or over,16881.0
2022,LT,Lithuania,NL,Netherlands,"Professional, business",4 nights or over,20464.0
2019,NL,Netherlands,NL,Netherlands,"Professional, business",4 nights or over,118441.0
2022,NL,Netherlands,NL,Netherlands,"Professional, business",4 nights or over,104254.0
2019,PL,Poland,NL,Netherlands,"Professional, business",4 nights or over,22912.0
2022,PL,Poland,NL,Netherlands,"Professional, business",4 nights or over,31637.0
2019,AT,Austria,NL,Netherlands,Total,From 1 to 3 nights,77243.0
2022,AT,Austria,NL,Netherlands,Total,From 1 to 3 nights,59276.0
2019,BE,Belgium,NL,Netherlands,Total,From 1 to 3 nights,1149374.0
